Open,High,Low,Close,Volume,Accumulation Distribution Line,MACD,Chaikan Oscillator (CHO),Highest closing price (5 days),Lowest closing price (days),Stochastic %K (5 days),%D,Volume Price Trend (VPT),Williams %R (14 days),Relative Strength Index,Momentum (10 days),Price rate of change (PROC),Volume rate of change (VROC),On Balance Volume (OBV)
0.03090417,0.030650472,0.031653015,0.031174381,0.025819347,-0.000142093,0.003549306,-0.000200978,0.030650472,0.032526178,0.589552019,0.495136908,-0.022605563,-0.545319293,0.577678327,0.000220192,-0.043584016,-0.006823699,0.049334946
0.030795886,0.029360469,0.030043728,0.029779164,0.022071324,-0.000255867,0.002463957,-0.000316319,0.030650472,0.032766045,0.095056998,0.435553831,-0.024027755,-0.935143677,0.504935919,-0.003963448,-0.126843228,-0.059864524,0.047254138
0.029962101,0.028896067,0.028567623,0.028885353,0.030230329,-7.14063E-05,0.000899023,-0.000170493,0.030650472,0.031782584,0.191919143,0.298367706,-0.02484308,-0.870016711,0.464576286,-0.00999119,-0.096020378,0.020668508,0.044404128
0.029095832,0.028586468,0.029011563,0.028885353,0.028126579,-6.36703E-05,-0.00033731,-8.84485E-05,0.030650472,0.031782584,0.191919143,0.1630146,-0.02484308,-0.870016711,0.464576286,-0.006055271,-0.106532255,0.074703945,0.044404128
0.028467787,0.027306783,0.028301258,0.028351246,0.025235154,-7.75135E-05,-0.001712335,-5.9171E-05,0.030650472,0.031194906,0.121428543,0.171991399,-0.025483162,-0.917067215,0.440192285,-0.006495654,-0.185378582,-0.076174849,0.042025045
0.028413644,0.028617427,0.028856185,0.030008068,0.02454922,0.000264788,-0.001497564,0.000262991,0.029360469,0.031194906,0.688135699,0.340902111,-0.023668154,-0.663161371,0.534835185,0.001128482,-0.055266952,-0.036272524,0.04433946
0.029637251,0.029154068,0.030077023,0.029659261,0.024214458,0.000114668,-0.001580137,0.000237201,0.029154068,0.031194906,0.621817818,0.487238404,-0.024019353,-0.716615532,0.51733735,-0.001128487,-0.055432051,0.02100252,0.042056605
0.029453168,0.028607106,0.029089253,0.030204268,0.01919959,6.98744E-05,-0.00120822,0.000165199,0.029154068,0.031194906,0.803636,0.719459892,-0.023471726,-0.52385916,0.546414761,-0.000412865,0.029493234,-0.031398082,0.043866676
0.029929615,0.028865106,0.0302546,0.030051667,0.059215147,0.000101199,-0.001020272,0.00014862,0.029154068,0.031194906,0.752727273,0.741446681,-0.023591111,-0.508288738,0.537950774,-0.002367059,-0.002454237,0.126646106,0.038284078
0.030027071,0.029185029,0.030310091,0.029931765,0.029692085,-0.000263954,-0.000953485,-0.000196829,0.029185029,0.032634116,0.640350158,0.747755037,-0.023881889,-0.534538617,0.530990985,-0.003137733,-0.019464471,0.01569245,0.035484811
0.030092042,0.029154068,0.03070964,0.030640275,0.014591689,-0.000131408,-0.000346107,-0.000202228,0.029185029,0.032634116,0.917874475,0.786641491,-0.023016873,-0.379426626,0.572342024,0.002174395,-0.015259255,-0.048705055,0.036860465
0.030860855,0.03002095,0.031153581,0.030836478,0.023988001,-7.87662E-05,0.0002844,-0.000139177,0.03002095,0.032933952,0.722222666,0.776257809,-0.022901876,-0.336472669,0.583483108,0.004926789,-0.014694534,-0.007181667,0.03912197
0.030860855,0.030268631,0.031519832,0.031752087,0.015535258,-4.09949E-05,0.0014784,-6.70966E-05,0.030268631,0.032933952,0.903381159,0.865792818,-0.022025262,-0.136021343,0.632740938,0.007238795,0.089817136,-0.029983906,0.04058658
